49.6	-37.4	-2005.19445801
49.6166666667	-37.4	-2092.22216797
49.6333333333	-37.4	-2148.52783203
49.65	-37.4	-2184.94433594
49.6666666667	-37.4	-2213.91674805
49.6833333333	-37.4	-2265.83325195
49.7	-37.4	-2350.91674805
49.7166666667	-37.4	-2424.08325195
49.7333333333	-37.4	-2432.97216797
49.75	-37.4	-2405.13891602
49.7666666667	-37.4	-2370.58325195
49.7833333333	-37.4	-2344.02783203
49.8	-37.4	-2321
49.8166666667	-37.4	-2288.13891602
49.8333333333	-37.4	-2222.91674805
49.85	-37.4	-2145.69433594
49.8666666667	-37.4	-2067.27783203
49.8833333333	-37.4	-1997.77783203
49.9	-37.4	-1935.97216797
49.9166666667	-37.4	-1892.52783203
49.9333333333	-37.4	-1872.75
49.95	-37.4	-1888.25
49.9666666667	-37.4	-1936.61108398
49.9833333333	-37.4	-2003.47216797
50	-37.4	-2062.75
50.0166666667	-37.4	-2117.11108398
50.0333333333	-37.4	-2164.11108398
50.05	-37.4	-2204.97216797
50.0666666667	-37.4	-2233.61108398
50.0833333333	-37.4	-2255.47216797
50.1	-37.4	-2262.19433594
50.1166666667	-37.4	-2232.63891602
50.1333333333	-37.4	-2140.80566406
50.15	-37.4	-2008.97216797
50.1666666667	-37.4	-1864.94445801
50.1833333333	-37.4	-1744.33337402
50.2	-37.4	-1672.11108398
50.2166666667	-37.4	-1637.52783203
50.2333333333	-37.4	-1623.02783203
50.25	-37.4	-1619.11108398
50.2666666667	-37.4	-1618.97216797
50.2833333333	-37.4	-1614.30554199
50.3	-37.4	-1600.91662598
50.3166666667	-37.4	-1572.66662598
50.3333333333	-37.4	-1531.33337402
50.35	-37.4	-1479.36108398
50.3666666667	-37.4	-1424.86108398
50.3833333333	-37.4	-1370.55554199
50.4	-37.4	-1324.11108398
50.4166666667	-37.4	-1283.41662598
50.4333333333	-37.4	-1257.33337402
50.45	-37.4	-1247.63891602
50.4666666667	-37.4	-1268.38891602
50.4833333333	-37.4	-1299.41662598
50.5	-37.4	-1333.33337402
50.5166666667	-37.4	-1350.25
50.5333333333	-37.4	-1346.66662598
50.55	-37.4	-1327.75
50.5666666667	-37.4	-1318.25
50.5833333333	-37.4	-1334.38891602
50.6	-37.4	-1403.91662598
50.6166666667	-37.4	-1496.5
50.6333333333	-37.4	-1595.13891602
50.65	-37.4	-1689.08337402
50.6666666667	-37.4	-1782.83337402
50.6833333333	-37.4	-1871.94445801
50.7	-37.4	-1960.72216797
49.6	-37.4166666667	-2138.61108398
49.6166666667	-37.4166666667	-2248.63891602
49.6333333333	-37.4166666667	-2317.86108398
49.65	-37.4166666667	-2360.66674805
49.6666666667	-37.4166666667	-2382.38891602
49.6833333333	-37.4166666667	-2410.33325195
49.7	-37.4166666667	-2440.52783203
49.7166666667	-37.4166666667	-2464.13891602
49.7333333333	-37.4166666667	-2457.91674805
49.75	-37.4166666667	-2428.66674805
49.7666666667	-37.4166666667	-2390.61108398
49.7833333333	-37.4166666667	-2358.91674805
49.8	-37.4166666667	-2343.52783203
49.8166666667	-37.4166666667	-2325.22216797
49.8333333333	-37.4166666667	-2290.94433594
49.85	-37.4166666667	-2241.30566406
49.8666666667	-37.4166666667	-2181.58325195
49.8833333333	-37.4166666667	-2121.75
49.9	-37.4166666667	-2063.69433594
49.9166666667	-37.4166666667	-2019.30554199
49.9333333333	-37.4166666667	-1994.27783203
49.95	-37.4166666667	-2001.38891602
49.9666666667	-37.4166666667	-2041.47216797
49.9833333333	-37.4166666667	-2099.77783203
50	-37.4166666667	-2146.94433594
50.0166666667	-37.4166666667	-2195.61108398
50.0333333333	-37.4166666667	-2252.05566406
50.05	-37.4166666667	-2304.72216797
50.0666666667	-37.4166666667	-2337
50.0833333333	-37.4166666667	-2350.61108398
50.1	-37.4166666667	-2336.47216797
50.1166666667	-37.4166666667	-2287.27783203
50.1333333333	-37.4166666667	-2198.80566406
50.15	-37.4166666667	-2075.38891602
50.1666666667	-37.4166666667	-1938.86108398
50.1833333333	-37.4166666667	-1821.52783203
50.2	-37.4166666667	-1765.58337402
50.2166666667	-37.4166666667	-1741.94445801
50.2333333333	-37.4166666667	-1732.66662598
50.25	-37.4166666667	-1734.97216797
50.2666666667	-37.4166666667	-1746.77783203
50.2833333333	-37.4166666667	-1755.13891602
50.3	-37.4166666667	-1751.02783203
50.3166666667	-37.4166666667	-1729.36108398
50.3333333333	-37.4166666667	-1696.41662598
50.35	-37.4166666667	-1656.27783203
50.3666666667	-37.4166666667	-1612.44445801
50.3833333333	-37.4166666667	-1567.97216797
50.4	-37.4166666667	-1526.02783203
50.4166666667	-37.4166666667	-1483.94445801
50.4333333333	-37.4166666667	-1444.69445801
50.45	-37.4166666667	-1407.91662598
50.4666666667	-37.4166666667	-1385.11108398
50.4833333333	-37.4166666667	-1372.27783203
50.5	-37.4166666667	-1373.38891602
50.5166666667	-37.4166666667	-1374.02783203
50.5333333333	-37.4166666667	-1366.27783203
50.55	-37.4166666667	-1351.88891602
50.5666666667	-37.4166666667	-1346.75
50.5833333333	-37.4166666667	-1361.38891602
50.6	-37.4166666667	-1423.77783203
50.6166666667	-37.4166666667	-1506.22216797
50.6333333333	-37.4166666667	-1595
50.65	-37.4166666667	-1683.94445801
50.6666666667	-37.4166666667	-1775.41662598
50.6833333333	-37.4166666667	-1865.86108398
50.7	-37.4166666667	-1959.11108398
49.6	-37.4333333333	-2257.72216797
49.6166666667	-37.4333333333	-2373.61108398
49.6333333333	-37.4333333333	-2441.88891602
49.65	-37.4333333333	-2473.63891602
49.6666666667	-37.4333333333	-2477.38891602
49.6833333333	-37.4333333333	-2471.47216797
49.7	-37.4333333333	-2462.66674805
49.7166666667	-37.4333333333	-2452.36108398
49.7333333333	-37.4333333333	-2434.16674805
49.75	-37.4333333333	-2406.55566406
49.7666666667	-37.4333333333	-2371.33325195
49.7833333333	-37.4333333333	-2342.08325195
49.8	-37.4333333333	-2329.52783203
49.8166666667	-37.4333333333	-2322.36108398
49.8333333333	-37.4333333333	-2309.19433594
49.85	-37.4333333333	-2283.94433594
49.8666666667	-37.4333333333	-2246.02783203
49.8833333333	-37.4333333333	-2200.97216797
49.9	-37.4333333333	-2152.58325195
49.9166666667	-37.4333333333	-2109.58325195
49.9333333333	-37.4333333333	-2079.08325195
49.95	-37.4333333333	-2070.86108398
49.9666666667	-37.4333333333	-2091.08325195
49.9833333333	-37.4333333333	-2131.08325195
50	-37.4333333333	-2180.97216797
50.0166666667	-37.4333333333	-2236.80566406
50.0333333333	-37.4333333333	-2295.02783203
50.05	-37.4333333333	-2345.63891602
50.0666666667	-37.4333333333	-2376.58325195
50.0833333333	-37.4333333333	-2384.13891602
50.1	-37.4333333333	-2364.08325195
50.1166666667	-37.4333333333	-2314.55566406
50.1333333333	-37.4333333333	-2237.77783203
50.15	-37.4333333333	-2137.22216797
50.1666666667	-37.4333333333	-2027.69445801
50.1833333333	-37.4333333333	-1935.08337402
50.2	-37.4333333333	-1883.66662598
50.2166666667	-37.4333333333	-1859.27783203
50.2333333333	-37.4333333333	-1847.16662598
50.25	-37.4333333333	-1856.36108398
50.2666666667	-37.4333333333	-1893.47216797
50.2833333333	-37.4333333333	-1928.16662598
50.3	-37.4333333333	-1929.83337402
50.3166666667	-37.4333333333	-1907.27783203
50.3333333333	-37.4333333333	-1876.55554199
50.35	-37.4333333333	-1844.41662598
50.3666666667	-37.4333333333	-1811.11108398
50.3833333333	-37.4333333333	-1781.58337402
50.4	-37.4333333333	-1753.13891602
50.4166666667	-37.4333333333	-1722.97216797
50.4333333333	-37.4333333333	-1680.36108398
50.45	-37.4333333333	-1625.94445801
50.4666666667	-37.4333333333	-1557.72216797
50.4833333333	-37.4333333333	-1499.58337402
50.5	-37.4333333333	-1464.75
50.5166666667	-37.4333333333	-1451.08337402
50.5333333333	-37.4333333333	-1448
50.55	-37.4333333333	-1453.63891602
50.5666666667	-37.4333333333	-1466.58337402
50.5833333333	-37.4333333333	-1492.55554199
50.6	-37.4333333333	-1534.27783203
50.6166666667	-37.4333333333	-1593.33337402
50.6333333333	-37.4333333333	-1666.52783203
50.65	-37.4333333333	-1749.66662598
50.6666666667	-37.4333333333	-1838.13891602
50.6833333333	-37.4333333333	-1929.13891602
50.7	-37.4333333333	-2022.41662598
49.6	-37.45	-2353.16674805
49.6166666667	-37.45	-2461.11108398
49.6333333333	-37.45	-2516.94433594
49.65	-37.45	-2530.38891602
49.6666666667	-37.45	-2511.66674805
49.6833333333	-37.45	-2474.11108398
49.7	-37.45	-2435.94433594
49.7166666667	-37.45	-2401.30566406
49.7333333333	-37.45	-2372.69433594
49.75	-37.45	-2347.63891602
49.7666666667	-37.45	-2318.19433594
49.7833333333	-37.45	-2295.75
49.8	-37.45	-2289.13891602
49.8166666667	-37.45	-2291.38891602
49.8333333333	-37.45	-2292.69433594
49.85	-37.45	-2286.52783203
49.8666666667	-37.45	-2269.5
49.8833333333	-37.45	-2242.66674805
49.9	-37.45	-2209.02783203
49.9166666667	-37.45	-2173.33325195
49.9333333333	-37.45	-2142.33325195
49.95	-37.45	-2121.38891602
49.9666666667	-37.45	-2121.33325195
49.9833333333	-37.45	-2141.11108398
50	-37.45	-2191.08325195
50.0166666667	-37.45	-2250.30566406
50.0333333333	-37.45	-2303.72216797
50.05	-37.45	-2345.58325195
50.0666666667	-37.45	-2371.25
50.0833333333	-37.45	-2375.16674805
50.1	-37.45	-2357.30566406
50.1166666667	-37.45	-2317.16674805
50.1333333333	-37.45	-2257.58325195
50.15	-37.45	-2184.05566406
50.1666666667	-37.45	-2104.41674805
50.1833333333	-37.45	-2037.08337402
50.2	-37.45	-1990.97216797
50.2166666667	-37.45	-1965.41662598
50.2333333333	-37.45	-1948.5
50.25	-37.45	-1963.47216797
50.2666666667	-37.45	-2026.91662598
50.2833333333	-37.45	-2087.25
50.3	-37.45	-2088.77783203
50.3166666667	-37.45	-2058.13891602
50.3333333333	-37.45	-2020.72216797
50.35	-37.45	-1988.38891602
50.3666666667	-37.45	-1957.91662598
50.3833333333	-37.45	-1938.88891602
50.4	-37.45	-1921.75
50.4166666667	-37.45	-1903.61108398
50.4333333333	-37.45	-1858.08337402
50.45	-37.45	-1794.11108398
50.4666666667	-37.45	-1693.75
50.4833333333	-37.45	-1606.63891602
50.5	-37.45	-1549.61108398
50.5166666667	-37.45	-1529.52783203
50.5333333333	-37.45	-1532.83337402
50.55	-37.45	-1558.5
50.5666666667	-37.45	-1589.30554199
50.5833333333	-37.45	-1629.94445801
50.6	-37.45	-1658.94445801
50.6166666667	-37.45	-1704.77783203
50.6333333333	-37.45	-1772.25
50.65	-37.45	-1856.5
50.6666666667	-37.45	-1945.94445801
50.6833333333	-37.45	-2037.77783203
50.7	-37.45	-2129.08325195
49.6	-37.4666666667	-2419.77783203
49.6166666667	-37.4666666667	-2509.33325195
49.6333333333	-37.4666666667	-2550.27783203
49.65	-37.4666666667	-2549.05566406
49.6666666667	-37.4666666667	-2514.77783203
49.6833333333	-37.4666666667	-2457.25
49.7	-37.4666666667	-2392.02783203
49.7166666667	-37.4666666667	-2330.72216797
49.7333333333	-37.4666666667	-2287.94433594
49.75	-37.4666666667	-2258.5
49.7666666667	-37.4666666667	-2236.55566406
49.7833333333	-37.4666666667	-2225.83325195
49.8	-37.4666666667	-2227.72216797
49.8166666667	-37.4666666667	-2239.30566406
49.8333333333	-37.4666666667	-2252.25
49.85	-37.4666666667	-2262.16674805
49.8666666667	-37.4666666667	-2264.86108398
49.8833333333	-37.4666666667	-2258.91674805
49.9	-37.4666666667	-2244.66674805
49.9166666667	-37.4666666667	-2224.41674805
49.9333333333	-37.4666666667	-2203.13891602
49.95	-37.4666666667	-2182.16674805
49.9666666667	-37.4666666667	-2167.66674805
49.9833333333	-37.4666666667	-2170.97216797
50	-37.4666666667	-2203.63891602
50.0166666667	-37.4666666667	-2249.91674805
50.0333333333	-37.4666666667	-2292.19433594
50.05	-37.4666666667	-2323.77783203
50.0666666667	-37.4666666667	-2341.11108398
50.0833333333	-37.4666666667	-2341.61108398
50.1	-37.4666666667	-2325.05566406
50.1166666667	-37.4666666667	-2292.69433594
50.1333333333	-37.4666666667	-2246.75
50.15	-37.4666666667	-2193.11108398
